National,Pokemon,HP,Att,Def,SpA,SpD,Spe,PPs,Type 1,Type 2,Altura,Height,Peso,Weight,Min. Level,Evolv,Description,Descripción,Ab 1,Ab 2,H Ab,% Male,Tm moves,Lvl 1 (1-14),Lvl 2 (15-20),Lvl 3 (21 - 23),Lvl 4 (24 - 27),Lvl 5 (28-31),Lvl 6 (32 - 35),Lvl 7 (36 - 39),Lvl 8 (40 - 41),Lvl 9 (42 - 50),Lvl 10 (51 -
620,Mienshao,65,125,60,95,60,105,25,Fighting,,Mediano,Medium,Ligero,Lightweight,5,lvl,"Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop.",Usa el pelaje de sus brazos a modo de látigos para encadenar ataques que nadie puede parar una vez iniciados.,Inner Focus,Regenerator,Reckless,50%,"Calm Mind, Toxic, Bulk Up, Hidden Power, Sunny Day, Taunt, Hyper Beam, Protect, Rain Dance, Frustration, Return, Dig, Brick Break, Double Team, Reflect, Rock Tomb, Aerial Ace, Facade, Rest, Attract, Low Sweep, Round, Focus Blast, Fling, Acrobatics, Payback, Retaliate, Giga Impact, Stone Edge, Swords Dance, Psych Up, Rock Slide, Work Up, Poison Jab, Grass Knot, Swagger, U-turn, Substitute, Rock Smash, Strength","Pound, Meditate, Detect, Fake Out, Meditate, Detect, Fake Out",DoubleSlap,Swift,Calm Mind,Force Palm,Drain Punch,Jump Kick,U-turn,"Wide Guard, Bounce","Hi Jump Kick, Reversal, Aura Sphere"
621,Druddigon,77,120,90,60,90,48,25,Dragon,,Mediano,Medium,Intermedio,Middleweight,6,,It runs through the narrow tunnels formed by Excadrill and Onix. It uses its sharp claws to catch prey.,"Recorre los estrechos túneles excavados por Excadrill y Onix, y captura a sus presas usando sus afiladas garras.",Rough Skin,Sheer Force,Mold Breaker,50%,"Hone Claws, Dragon Claw, Roar, Toxic, Hidden Power, Sunny Day, Taunt, Hyper Beam, Protect, Rain Dance, Frustration, Smack Down, Earthquake, Return, Dig, Double Team, Flamethrower, Sludge Bomb, Rock Tomb, Aerial Ace, Torment, Facade, Rest, Attract, Round, Focus Blast, Fling, Charge Beam, Incinerate, Shadow Claw, Payback, Retaliate, Giga Impact, Bulldoze, Rock Slide, Dragon Tail, Swagger, Substitute, Flash Cannon, Rock Smash, Snarl, Cut, Surf, Strength","Leer, Scratch, Hone Claws, Bite, Scary Face",Dragon Rage,Slash,"Crunch, Dragon Claw",Chip Away,Revenge,,Night Slash,"Dragon Tail, Rock Climb","Superpower, Outrage"
622,Golett,59,74,50,35,50,35,25,Ground,Ghost,Pequeño,Small,Intermedio,Middleweight,2,,Ancient science fashioned this Pokémon from clay. It's been active for thousands of years.,Un Pokémon creado a partir del barro gracias a la ciencia de antaño. Lleva activo miles de años.,Iron Fist,Klutz,No Guard,--,"Toxic, Hidden Power, Ice Beam, Protect, Rain Dance, Telekinesis, Safeguard, Frustration, Earthquake, Return, Psychic, Shadow Ball, Brick Break, Double Team, Rock Tomb, Facade, Rest, Thief, Low Sweep, Round, Focus Blast, Fling, Rock Polish, Flash, Gyro Ball, Bulldoze, Rock Slide, Grass Knot, Swagger, Substitute, Rock Smash, Strength","Pound, Astonish, Defense Curl, Mud-Slap, Rollout, Shadow Punch",Iron Defense,Mega Punch,Magnitude,DynamicPunch,Night Shade,,Curse,"Earthquake, Hammer Arm",Focus Punch
623,Golurk,89,124,80,55,80,55,25,Ground,Ghost,Grande,Big,Pesado,Heavyweight,8,lvl,Golurk were created to protect people and Pokémon. They run on a mysterious energy.,Los Golurk fueron creados antaño para proteger a humanos y a Pokémon. Funcionan con una extraña energía.,Iron Fist,Klutz,No Guard,--,"Toxic, Hidden Power, Ice Beam, Hyper Beam, Protect, Rain Dance, Telekinesis, Safeguard, Frustration, SolarBeam, Thunderbolt, Earthquake, Return, Psychic, Shadow Ball, Brick Break, Double Team, Rock Tomb, Facade, Rest, Thief, Low Sweep, Round, Focus Blast, Fling, Charge Beam, Giga Impact, Rock Polish, Flash, Stone Edge, Gyro Ball, Bulldoze, Rock Slide, Grass Knot, Swagger, Substitute, Flash Cannon, Rock Smash, Fly, Strength","Pound, Astonish, Defense Curl, Mud-Slap, Mud-Slap, Rollout, Shadow Punch",Iron Defense,Mega Punch,Magnitude,DynamicPunch,Night Shade,,Curse,"Heavy Slam, Earthquake","Hammer Arm, Focus Punch"
624,Pawniard,45,85,70,40,40,60,25,Dark,Steel,Pequeño,Small,Ligero,Lightweight,3,,"Ignoring their injuries, groups attack by sinking the blades that cover their bodies into their prey.",Ataca en grupo ignorando sus heridas y hundiendo en su presa las cuchillas que recubren su cuerpo.,Defiant,Inner Focus,Pressure,50%,"Hone Claws, Toxic, Hidden Power, Taunt, Protect, Rain Dance, Frustration, Return, Dig, Brick Break, Double Team, Sandstorm, Rock Tomb, Aerial Ace, Torment, Facade, Rest, Attract, Thief, Low Sweep, Round, False Swipe, Fling, Embargo, Shadow Claw, Payback, Retaliate, Rock Polish, Thunder Wave, Swords Dance, X-Scissor, Poison Jab, Grass Knot, Swagger, Substitute, Rock Smash, Snarl, Cut","Scratch, Leer, Fury Cutter, Torment",Faint Attack,Scary Face,Metal Claw,Slash,Assurance,Metal Sound,Embargo,"Iron Defense, Night Slash","Iron Head, Swords Dance, Guillotine"
625,Bisharp,65,125,100,60,70,70,25,Dark,Steel,Mediano,Medium,Intermedio,Middleweight,7,lvl,This pitiless Pokémon commands a group of Pawniard to hound prey into immobility. It then moves in to finish the prey off.,Un Pokémon temible que remata a su presa una vez que su séquito de Pawniard la ha debilitado e inmovilizado.,Defiant,Inner Focus,Pressure,50%,"Hone Claws, Toxic, Hidden Power, Taunt, Hyper Beam, Protect, Rain Dance, Frustration, Return, Dig, Brick Break, Double Team, Sandstorm, Rock Tomb, Aerial Ace, Torment, Facade, Rest, Attract, Thief, Low Sweep, Round, Focus Blast, False Swipe, Fling, Embargo, Shadow Claw, Payback, Retaliate, Giga Impact, Rock Polish, Stone Edge, Thunder Wave, Swords Dance, X-Scissor, Poison Jab, Grass Knot, Swagger, Substitute, Rock Smash, Snarl, Cut","Metal Burst, Scratch, Leer, Fury Cutter, Torment, Leer, Fury Cutter, Torment",Faint Attack,Scary Face,Metal Claw,Slash,Assurance,Metal Sound,Embargo,"Iron Defense, Night Slash","Iron Head, Swords Dance, Guillotine"
626,Bouffalant,95,110,95,40,95,55,25,Normal,,Mediano,Medium,Intermedio,Middleweight,5,,"They are known to charge so wildly that if a train were to enter their territory, they would send it flying.",Embiste con su cabeza sin distinción. Sería capaz de hacer descarrilar un tren si este invadiera su territorio.,Reckless,Sap Sipper,Soundproof,50%,"Toxic, Hidden Power, Sunny Day, Taunt, Protect, Rain Dance, Frustration, Earthquake, Return, Double Team, Rock Tomb, Aerial Ace, Facade, Rest, Attract, Round, Payback, Retaliate, Giga Impact, Stone Edge, Swords Dance, Bulldoze, Rock Slide, Work Up, Poison Jab, Swagger, Substitute, Wild Charge, Rock Smash, Cut, Surf, Strength","Pursuit, Leer, Rage, Fury Attack",Horn Attack,Scary Face,Revenge,Head Charge,,Focus Energy,Megahorn,Reversal,"Thrash, Swords Dance, Giga Impact"
627,Rufflet,70,83,50,37,50,60,25,Normal,Flying,Pequeño,Small,Ligero,Lightweight,1,,"It stands up to massive opponents, not out of courage, but out of recklessness. But that is how it gets stronger.","Se enfrentan a rivales muchos mayores, no por valentía, sino por pura temeridad. Pero así es como se fortalecen.",Keen Eye,Sheer Force,Hustle,90%,"Hone Claws, Toxic, Bulk Up, Hidden Power, Sunny Day, Protect, Rain Dance, Frustration, Return, Double Team, Rock Tomb, Aerial Ace, Facade, Rest, Attract, Round, Sky Drop, Shadow Claw, Retaliate, Rock Slide, Work Up, Swagger, Pluck, U-turn, Substitute, Rock Smash, Cut, Fly, Strength","Peck, Leer, Fury Attack, Wing Attack, Hone Claws",Scary Face,Aerial Ace,,Slash,Defog,Tailwind,Air Slash,"Crush Claw, Sky Drop","Whirlwind, Brave Bird, Thrash"
628,Braviary,100,123,75,57,75,80,25,Normal,Flying,Mediano,Medium,Ligero,Lightweight,5,lvl,"For the sake of its friends, this brave warrior of the sky will not stop battling, even if injured.",Un valiente guerrero del cielo que no duda en luchar por sus compañeros por graves que sean sus heridas.,Keen Eye,Sheer Force,Defiant,90%,"Hone Claws, Toxic, Bulk Up, Hidden Power, Sunny Day, Hyper Beam, Protect, Rain Dance, Frustration, Return, Double Team, Rock Tomb, Aerial Ace, Facade, Rest, Attract, Round, Sky Drop, Shadow Claw, Retaliate, Giga Impact, Rock Slide, Work Up, Swagger, Pluck, U-turn, Substitute, Rock Smash, Cut, Fly, Strength","Peck, Leer, Fury Attack, Wing Attack, Fury Attack, Wing Attack, Hone Claws",Scary Face,Aerial Ace,,Slash,Defog,Tailwind,Air Slash,"Crush Claw, Sky Drop","Superpower, Whirlwind, Brave Bird, Thrash"
629,Vullaby,70,55,75,45,65,60,25,Dark,Flying,Pequeño,Small,Ligero,Lightweight,1,,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.,Sus pequeñas alas no le permiten volar. Usa una calavera que le dio Mandibuzz para proteger sus posaderas.,Big Pecks,Overcoat,Weak Armor,10%,"Toxic, Hidden Power, Sunny Day, Taunt, Protect, Rain Dance, Frustration, Return, Shadow Ball, Double Team, Rock Tomb, Aerial Ace, Torment, Facade, Rest, Attract, Thief, Round, Incinerate, Embargo, Payback, Retaliate, Psych Up, Swagger, Pluck, U-turn, Substitute, Rock Smash, Snarl, Cut, Fly","Gust, Leer, Fury Attack, Pluck, Nasty Plot",Flatter,Faint Attack,,Punishment,Defog,Tailwind,Air Slash,"Dark Pulse, Embargo","Whirlwind, Brave Bird, Mirror Move"
630,Mandibuzz,110,65,105,55,95,80,25,Dark,Flying,Mediano,Medium,Ligero,Lightweight,5,lvl,"They fly in circles around the sky. When they spot prey, they attack and carry it back to their nest with ease.","Vuela en círculos. Cuando avista una presa, la ataca y la transporta a su nido con suma facilidad.",Big Pecks,Overcoat,Weak Armor,10%,"Toxic, Hidden Power, Sunny Day, Taunt, Hyper Beam, Protect, Rain Dance, Frustration, Return, Shadow Ball, Double Team, Rock Tomb, Aerial Ace, Torment, Facade, Rest, Attract, Thief, Round, Incinerate, Embargo, Payback, Retaliate, Giga Impact, Psych Up, Swagger, Pluck, U-turn, Substitute, Rock Smash, Snarl, Cut, Fly","Gust, Leer, Fury Attack, Pluck, Fury Attack, Pluck, Nasty Plot",Flatter,Faint Attack,,Punishment,Defog,Tailwind,Air Slash,"Dark Pulse, Embargo","Bone Rush, Whirlwind, Brave Bird, Mirror Move"
631,Heatmor,85,97,66,105,66,65,25,Fire,,Mediano,Medium,Intermedio,Middleweight,5,,"It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them.",Absorbe aire por el orificio de su cola para prender una lengua de llamas con la que derrite a los Durant para comerlos.,Gluttony,Flash Fire,White Smoke,50%,"Hone Claws, Toxic, Hidden Power, Sunny Day, Taunt, Protect, Rain Dance, Frustration, SolarBeam, Return, Dig, Double Team, Flamethrower, Fire Blast, Rock Tomb, Aerial Ace, Facade, Rest, Attract, Thief, Round, Focus Blast, Fling, Incinerate, Will-O-Wisp, Shadow Claw, Giga Impact, Swagger, Substitute, Rock Smash, Cut","Incinerate, Lick, Odor Sleuth, Bind",Fire Spin,Fury Swipes,Snatch,Flame Burst,,Bug Bite,Slash,Amnesia,"Flamethrower, Stockpile, Spit Up, Swallow, Inferno"
632,Durant,58,109,112,48,48,109,25,Bug,Steel,Diminuto,Tiny,Ligero,Lightweight,4,,"Individuals each play different roles in driving Heatmor, their natural predator, away from their colony.","Actúan en grupo para expulsar de sus colonias a los Heatmor, sus depredadores naturales.",Swarm,Hustle,Truant,50%,"Hone Claws, Toxic, Hidden Power, Protect, Frustration, Return, Dig, Double Team, Sandstorm, Rock Tomb, Aerial Ace, Facade, Rest, Attract, Round, Energy Ball, Shadow Claw, Retaliate, Giga Impact, Rock Polish, Stone Edge, Thunder Wave, Struggle Bug, Rock Slide, X-Scissor, Swagger, Substitute, Flash Cannon, Rock Smash, Cut, Strength","ViceGrip, Sand-Attack, Fury Cutter, Bite",Agility,Metal Claw,Bug Bite,Crunch,,Iron Head,Dig,Entrainment,"X-Scissor, Iron Defense, Guillotine, Metal Sound"
633,Deino,52,65,50,45,50,38,25,Dark,Dragon,Pequeño,Small,Ligero,Lightweight,4,,"Lacking sight, it's unaware of its surroundings, so it bumps into things and eats anything that moves.","No ve bien a su alrededor, por eso va chocándose a diestro y siniestro, y mordiendo todo lo que se mueve.",Hustle,Hustle,Hustle,50%,"Roar, Toxic, Hidden Power, Sunny Day, Taunt, Protect, Rain Dance, Frustration, Return, Double Team, Torment, Facade, Rest, Attract, Thief, Round, Incinerate, Thunder Wave, Psych Up, Dragon Tail, Work Up, Swagger, Substitute, Rock Smash, Strength","Tackle, Dragon Rage, Focus Energy, Bite, Headbutt","DragonBreath, Roar",,Crunch,Slam,Dragon Pulse,Work Up,,"Dragon Rush, Body Slam","Scary Face, Hyper Voice, Outrage"
634,Zweilous,72,85,70,65,70,58,25,Dark,Dragon,Mediano,Medium,Ligero,Lightweight,8,lvl,The two heads do not get along. Whichever head eats more than the other gets to be the leader.,"Sus dos cabezas se llevan fatal, y la que consigue comer más que la otra es la que lleva la voz cantante.",Hustle,Hustle,Hustle,50%,"Roar, Toxic, Hidden Power, Sunny Day, Taunt, Protect, Rain Dance, Frustration, Return, Double Team, Torment, Facade, Rest, Attract, Thief, Round, Incinerate, Thunder Wave, Psych Up, Dragon Tail, Work Up, Swagger, Substitute, Rock Smash, Strength","Double Hit, Dragon Rage, Focus Energy, Bite, Focus Energy, Bite, Headbutt","DragonBreath, Roar",,Crunch,Slam,Dragon Pulse,Work Up,,"Dragon Rush, Body Slam","Scary Face, Hyper Voice, Outrage"
635,Hydreigon,92,105,90,125,90,98,30,Dark,Dragon,Mediano,Medium,Intermedio,Middleweight,10,lvl,"It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!",Un Pokémon temible que ataca todo lo que se mueve y devora con sus tres cabezas cuanto halla a su paso.,Levitate,Levitate,Levitate,50%,"Roar, Toxic, Hidden Power, Sunny Day, Taunt, Hyper Beam, Protect, Rain Dance, Frustration, Earthquake, Return, Double Team, Reflect, Flamethrower, Fire Blast, Rock Tomb, Torment, Facade, Rest, Attract, Thief, Round, Echoed Voice, Focus Blast, Charge Beam, Incinerate, Acrobatics, Payback, Giga Impact, Stone Edge, Thunder Wave, Psych Up, Bulldoze, Rock Slide, Dragon Tail, Work Up, Swagger, U-turn, Substitute, Flash Cannon, Rock Smash, Fly, Surf, Strength","Tri Attack, Dragon Rage, Focus Energy, Bite, Focus Energy, Bite, Headbutt","DragonBreath, Roar",,Crunch,Slam,Dragon Pulse,Work Up,,"Dragon Rush, Body Slam","Scary Face, Hyper Voice, Outrage"
636,Larvesta,55,85,55,50,55,60,25,Bug,Fire,Mediano,Medium,Ligero,Lightweight,1,,"Said to have been born from the sun, it spews fire from its horns and encases itself in a cocoon of fire when it evolves.","Se dice que nació del Sol. Al evolucionar, cubre su cuerpo con llamas que brotan de sus cuernos.",Flame Body,Flame Body,Swarm,50%,"Calm Mind, Toxic, Hidden Power, Sunny Day, Light Screen, Protect, Safeguard, Frustration, SolarBeam, Return, Psychic, Double Team, Flamethrower, Fire Blast, Facade, Flame Charge, Rest, Round, Overheat, Incinerate, Will-O-Wisp, Acrobatics, Struggle Bug, Swagger, U-turn, Substitute, Wild Charge","Ember, String Shot, Leech Life",Take Down,,,Flame Charge,,,Bug Bite,Double-Edge,"Flame Wheel, Bug Buzz, Amnesia, Thrash, Flare Blitz"
637,Volcarona,85,60,65,135,105,100,30,Bug,Fire,Mediano,Medium,Ligero,Lightweight,10,lvl,"Thought to be an embodiment of the sun, it appeared during a bitterly cold winter and saved Pokémon from freezing.",Se cree que es la encarnación del sol. Salvó a muchos Pokémon de la congelación al surgir en mitad de un cruel invierno.,Flame Body,Flame Body,Swarm,50%,"Calm Mind, Toxic, Hidden Power, Sunny Day, Hyper Beam, Light Screen, Protect, Safeguard, Frustration, SolarBeam, Return, Psychic, Double Team, Flamethrower, Fire Blast, Aerial Ace, Facade, Flame Charge, Rest, Round, Overheat, Incinerate, Will-O-Wisp, Acrobatics, Giga Impact, Struggle Bug, Poison Jab, Swagger, U-turn, Substitute, Wild Charge, Fly","Ember, String Shot, Leech Life, Gust, Leech Life",Gust,,,Fire Spin,,,Whirlwind,Silver Wind,"Quiver Dance, Heat Wave, Bug Buzz, Rage Powder, Hurricane, Fiery Dance"
638,Cobalion,91,90,129,90,72,108,50,Steel,Fighting,Grande,Big,Pesado,Heavyweight,10,,It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokémon.,"Posee cuerpo y alma de acero. Junto con sus compañeros, castiga a aquellas personas que hacen daño a Pokémon.",Justified,Justified,Justified,--,"Hone Claws, Calm Mind, Roar, Toxic, Hidden Power, Taunt, Hyper Beam, Protect, Safeguard, Frustration, Return, Double Team, Reflect, Sandstorm, Aerial Ace, Facade, Rest, Round, Focus Blast, False Swipe, Retaliate, Giga Impact, Rock Polish, Stone Edge, Volt Switch, Thunder Wave, Swords Dance, Psych Up, X-Scissor, Work Up, Poison Jab, Swagger, Substitute, Flash Cannon, Rock Smash, Cut, Strength","Quick Attack, Leer, Double Kick, Metal Claw",Take Down,,Helping Hand,Retaliate,,Iron Head,,"Sacred Sword, Swords Dance","Quick Guard, Work Up, Metal Burst, Close Combat"
639,Terrakion,91,129,90,72,90,108,50,Rock,Fighting,Mediano,Medium,Pesado,Heavyweight,10,,"Spoken of in legend, this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon.","Las leyendas hablan de este Pokémon, que derribó un castillo con su propia fuerza para proteger a otros Pokémon.",Justified,Justified,Justified,--,"Calm Mind, Roar, Toxic, Hidden Power, Taunt, Hyper Beam, Protect, Safeguard, Frustration, Smack Down, Earthquake, Return, Double Team, Reflect, Sandstorm, Rock Tomb, Aerial Ace, Facade, Rest, Round, Focus Blast, False Swipe, Retaliate, Giga Impact, Rock Polish, Stone Edge, Swords Dance, Psych Up, Bulldoze, Rock Slide, X-Scissor, Work Up, Poison Jab, Swagger, Substitute, Rock Smash, Cut, Strength","Quick Attack, Leer, Double Kick, Smack Down",Take Down,,Helping Hand,Retaliate,,Rock Slide,,"Sacred Sword, Swords Dance","Quick Guard, Work Up, Stone Edge, Close Combat"
640,Virizion,91,90,72,90,129,108,50,Grass,Fighting,Mediano,Medium,Intermedio,Middleweight,10,,Legends say this Pokémon confounded opponents with its swift movements.,Cuenta la leyenda que Virizion confunde a sus rivales con rápidos movimientos para proteger a otros Pokémon.,Justified,Justified,Justified,--,"Calm Mind, Roar, Toxic, Hidden Power, Sunny Day, Taunt, Hyper Beam, Light Screen, Protect, Safeguard, Frustration, SolarBeam, Return, Double Team, Reflect, Aerial Ace, Facade, Rest, Round, Focus Blast, Energy Ball, False Swipe, Retaliate, Giga Impact, Flash, Stone Edge, Swords Dance, Psych Up, X-Scissor, Work Up, Grass Knot, Swagger, Substitute, Rock Smash, Cut, Strength","Quick Attack, Leer, Double Kick, Magical Leaf",Take Down,,Helping Hand,Retaliate,,Giga Drain,,"Sacred Sword, Swords Dance","Quick Guard, Work Up, Leaf Blade, Close Combat"
641,Tornadus,79,115,70,125,80,111,50,Flying,,Mediano,Medium,Intermedio,Middleweight,10,,"In every direction it flies, creating winds so powerful, they blow everything away.","Le gusta ir volando de un lado a otro, generando tempestades tan potentes que pueden echar abajo una casa.",Prankster,Prankster,Defiant,--,"Toxic, Bulk Up, Hidden Power, Taunt, Hyper Beam, Protect, Rain Dance, Frustration, Smack Down, Return, Psychic, Brick Break, Double Team, Sludge Wave, Sludge Bomb, Aerial Ace, Torment, Facade, Rest, Attract, Thief, Round, Focus Blast, Fling, Sky Drop, Incinerate, Acrobatics, Embargo, Payback, Giga Impact, Grass Knot, Swagger, U-turn, Substitute, Rock Smash, Fly, Strength","Uproar, Astonish, Gust, Swagger, Bite",Revenge,,Air Cutter,Extrasensory,,Agility,,"Air Slash, Crunch","Tailwind, Rain Dance, Hurricane, Dark Pulse, Hammer Arm, Thrash"
642,Thundurus,79,115,70,125,80,111,50,Electric,Flying,Mediano,Medium,Intermedio,Middleweight,10,,"As it flies around, it shoots lightning all over the place and causes forest fires. It is therefore disliked.",Su gusto por surcar el cielo lanzando rayos y provocando incendios forestales le ha granjeado pocas simpatías.,Prankster,Prankster,Defiant,--,"Toxic, Bulk Up, Hidden Power, Taunt, Hyper Beam, Protect, Rain Dance, Frustration, Smack Down, Thunderbolt, Thunder, Return, Psychic, Brick Break, Double Team, Sludge Wave, Sludge Bomb, Torment, Facade, Rest, Attract, Thief, Round, Focus Blast, Fling, Charge Beam, Sky Drop, Incinerate, Embargo, Payback, Giga Impact, Volt Switch, Thunder Wave, Grass Knot, Swagger, U-turn, Substitute, Flash Cannon, Wild Charge, Rock Smash, Fly, Strength","Uproar, Astonish, ThunderShock, Swagger, Bite",Revenge,,Shock Wave,Heal Block,,Agility,,"Discharge, Crunch","Charge, Nasty Plot, Thunder, Dark Pulse, Hammer Arm, Thrash"
643,Reshiram,100,120,100,150,120,90,50,Dragon,Fire,Grande,Big,Pesado,Heavyweight,10,,This legendary Pokémon can scorch the world with fire. It helps those who want to build a world of truth.,Pokémon legendario capaz de abrasar el mundo con sus llamas. Ayuda a quienes persiguen un mundo veraz.,Turboblaze,Turboblaze,Turboblaze,--,"Hone Claws, Dragon Claw, Toxic, Hidden Power, Sunny Day, Hyper Beam, Light Screen, Protect, Safeguard, Frustration, SolarBeam, Return, Psychic, Shadow Ball, Double Team, Reflect, Flamethrower, Fire Blast, Rock Tomb, Facade, Flame Charge, Rest, Round, Echoed Voice, Overheat, Focus Blast, Fling, Incinerate, Will-O-Wisp, Shadow Claw, Payback, Giga Impact, Stone Edge, Rock Slide, Dragon Tail, Swagger, Substitute, Rock Smash, Cut, Fly, Strength","Fire Fang, Dragon Rage, Imprison",AncientPower,Flamethrower,,DragonBreath,,Slash,,"Extrasensory, Fusion Flare","Dragon Pulse, Imprison, Crunch, Fire Blast, Outrage, Hyper Voice, Blue Flare"
644,Zekrom,100,150,120,120,100,90,50,Dragon,Electric,Grande,Big,Pesado,Heavyweight,10,,This legendary Pokémon can scorch the world with lightning. It assists those who want to build an ideal world.,Pokémon legendario capaz de chamuscar el mundo con sus rayos. Ayuda a quienes persiguen un mundo de ideales.,Teravolt,Teravolt,Teravolt,--,"Hone Claws, Dragon Claw, Toxic, Hidden Power, Hyper Beam, Light Screen, Protect, Rain Dance, Safeguard, Frustration, Thunderbolt, Thunder, Return, Psychic, Shadow Ball, Double Team, Reflect, Rock Tomb, Facade, Rest, Round, Echoed Voice, Focus Blast, Fling, Charge Beam, Shadow Claw, Payback, Giga Impact, Flash, Stone Edge, Volt Switch, Thunder Wave, Rock Slide, Dragon Tail, Swagger, Substitute, Flash Cannon, Wild Charge, Rock Smash, Cut, Fly, Strength","Thunder Fang, Dragon Rage, Imprison",AncientPower,Thunderbolt,,DragonBreath,,Slash,,"Zen Headbutt, Fusion Bolt","Dragon Claw, Imprison, Crunch, Thunder, Outrage, Hyper Voice, Bolt Strike"
645,Landorus,89,125,90,115,80,101,50,Ground,Flying,Mediano,Medium,Intermedio,Middleweight,10,,"From the forces of lightning and wind, it creates energy to give nutrients to the soil and make the land abundant.",Utiliza energía que obtiene del viento y del relámpago para nutrir el suelo y generar abundantes cosechas.,Sand Force,Sand Force,Sheer Force,--,"Calm Mind, Toxic, Bulk Up, Hidden Power, Hyper Beam, Protect, Frustration, Smack Down, Earthquake, Return, Dig, Psychic, Brick Break, Double Team, Sludge Wave, Sludge Bomb, Sandstorm, Rock Tomb, Facade, Rest, Attract, Round, Focus Blast, Fling, Explosion, Payback, Giga Impact, Rock Polish, Stone Edge, Swords Dance, Bulldoze, Rock Slide, Grass Knot, Swagger, U-turn, Substitute, Rock Smash, Fly, Strength","Block, Mud Shot, Rock Tomb, Imprison, Punishment",Bulldoze,,Rock Throw,Extrasensory,,Swords Dance,,"Earth Power, Rock Slide","Earthquake, Sandstorm, Fissure, Stone Edge, Hammer Arm, Outrage"
646,Kyurem,125,130,90,130,90,95,50,Dragon,Ice,Grande,Big,Pesado,Heavyweight,10,,This legendary ice Pokémon waits for a hero to fill in the missing parts of its body with truth or ideals.,Pokémon legendario que aguarda al héroe que compense el vacío de su cuerpo de hielo con verdad e ideales.,Pressure,Pressure,Pressure,--,"Hone Claws, Dragon Claw, Toxic, Hail, Hidden Power, Sunny Day, Ice Beam, Blizzard, Hyper Beam, Light Screen, Protect, Rain Dance, Safeguard, Frustration, Return, Psychic, Shadow Ball, Double Team, Reflect, Rock Tomb, Facade, Rest, Round, Echoed Voice, Focus Blast, Fling, Shadow Claw, Payback, Giga Impact, Stone Edge, Rock Slide, Dragon Tail, Swagger, Substitute, Flash Cannon, Rock Smash, Cut, Fly, Strength","Icy Wind, Dragon Rage, Imprison",AncientPower,Ice Beam,,DragonBreath,,Slash,,"Scary Face, Glaciate","Dragon Pulse, Imprison, Endeavor, Blizzard, Outrage, Hyper Voice"
647,Keldeo,91,72,90,129,90,108,35,Water,Fighting,Mediano,Medium,Ligero,Lightweight,10,,"When it is resolute, its body fills with power and it becomes swifter. Its jumps are then too fast to follow.","Cuando está decidido, su cuerpo rebosa brío, y es capaz de saltar más alto y correr más de lo que la vista alcanza.",Justified,Justified,Justified,--,"Calm Mind, Roar, Toxic, Hail, Hidden Power, Taunt, Hyper Beam, Protect, Rain Dance, Safeguard, Frustration, Return, Double Team, Reflect, Aerial Ace, Facade, Rest, Round, Focus Blast, False Swipe, Scald, Retaliate, Giga Impact, Stone Edge, Swords Dance, Psych Up, X-Scissor, Work Up, Poison Jab, Swagger, Substitute, Rock Smash, Cut, Surf, Strength","Aqua Jet, Leer, Double Kick, BubbleBeam",Take Down,,Helping Hand,Retaliate,,Aqua Tail,,"Sacred Sword, Swords Dance","Quick Guard, Work Up, Hydro Pump, Close Combat"
648,Meloetta (A),100,77,77,128,128,90,35,Normal,Psychic,Pequeño,Small,Ligero,Lightweight,10,,The melodies sung by Meloetta have the power to make Pokémon that hear them happy or sad.,Las melodías que canta Meloetta tienen el poder de hacer sentir felicidad a los Pokémon que hay a su alrededor.,Serene Grace,Serene Grace,Serene Grace,--,"Hone Claws, Psyshock, Calm Mind, Toxic, Hidden Power, Sunny Day, Hyper Beam, Light Screen, Protect, Rain Dance, Telekinesis, Safeguard, Frustration, Thunderbolt, Thunder, Return, Psychic, Shadow Ball, Brick Break, Double Team, Facade, Rest, Low Sweep, Round, Echoed Voice, Focus Blast, Energy Ball, Fling, Charge Beam, Acrobatics, Embargo, Shadow Claw, Payback, Retaliate, Giga Impact, Flash, Stone Edge, Thunder Wave, Psych Up, Work Up, Dream Eater, Grass Knot, Swagger, U-turn, Substitute, Trick Room, Rock Smash, Strength","Round, Quick Attack, Confusion",Sing,Teeter Dance,Acrobatics,Psybeam,,Echoed Voice,,"U-turn, Wake-Up Slap","Psychic, Hyper Voice, Role Play, Close Combat, Perish Song"
